A man is to receive ₹a at the end of the first year, ₹2a at the end of second year. ₹3a at the end of 3rd year, and so on, assuming the process continues in definitely if the rate of interest is rupees r per rupee per year. And it is  compounded annually find the percent value of the income|the answer is $\frac{a(1 + r)}{r^{2}}$|medium|$\frac{a(1 + r)}{r^{2}}$|$\frac{a(1 - r)}{r^{2}}$|none of these|both of these|$\frac{a(1 + r)}{r^{2}}$
A man invest ₹a at the end of first year ₹2a at the end of second year. ₹3a at the end of 3rd year and so on. Up to the end of the nth year, if the interest rate is  ₹r per rupee, and the interest is compounded annually, find the amount man will receive at the end of (n - 1)th year|the answer is $\frac{a(1 + r)^{2}[(1 + r)^{n} - 1]}{r^{2}} - \frac{na(1 + r)}{r}$|medium|$\frac{a(1 + r)^{2}[(1 + r)^{n} - 1]}{r^{2}} - \frac{na(1 + r)}{r}$|$\frac{a(1 + r)^{2}[(1 + r)^{n} + 1]}{r^{2}}$ - \frac{na(1 + r)}{r}|$\frac{a(1 + r)^{2}[(1 + r)^{n} - 1]}{r} - \frac{na(1 + r)}{r}$|none of these|$\frac{a(1 + r)^{2}[(1 + r)^{n} - 1]}{r^{2}} - \frac{na(1 + r)}{r}$
A full tank contains 729 litres of pure acid Firstm litres of acid was poured out, and the tank was filled to the brim with water after the content was totally stirred up and m litres of solution was pulled out. The tank was filled with water once again and through steering was carried out after this operation was carried out 6 times. The solution in the tank contains 64 litres, pure acid. Then find the value of m|the answwr is 243|medium|243|250|260|270|243
To a vessel containing pure water 6 litres of 64% alcohol solution are added.The solution is thoroughtly mixed and equal quantity of the solution is poured out. How much water was there originally in the vessel if after performing this operation 3 times the vessel contained a solution which is 37% concentration of alcohol?|the answer is 18 litres|medium|18 litres|20 liters|16 liers|15 liters|18 litres
Find the value of $(0.16)^{log_{2.5}^{\frac{1}{3} + \frac{1}{3^{2}} + \frac{1}{3^{3}} + \infty}}$|the answer is 4|medium|4|5|6|9|4
One side of an equilateral triangle is 24 centimetres. The midpoint of its sides are joined to form another triangle whose mid points are in turn joined to form still another triangle. This process continues indefinitely. Find the sum of the perimeters of all the triangles.|the answer is 144 cm|medium|144 cm|120 cm|150 cm|140 cm|144 cm
A ball is dropped from a height of 900 centimetres each time it rebounded it rises to two third of the height it has fallen through through find the total distance travelled by the ball before it comes to rest.|the answer is 45 m|medium|45 m|4500 cm|0.045 km|all of these|all of these
A square is drawn by joining the midpoint of the sides. We given a squared is gone inside the second square in the same way. And this process continues indefinitely. If a side of the first square is 5 cm. Determine the sound of the areas of all the squares|the answer is 32 $cm^{2}$|medium|32 $cm^{2}$|42 $cm^{2}$|15 $cm^{2}$|25 $cm^{2}$|32 $cm^{2}$
In a increasing GP, the sum of the first and the last term is 66 the product of the second and last but one term is 128. And the sum of all the terms is 126. How many terms are there in the progression?|the answer is 6|medium|6|7|8|9|6
The sum of an infinite GP is two, and the sum of the GP made from the cubes of the terms of this infinite theory, this 24th and find the series|the answer is $3, -\frac{3}{2}, \frac{3}{4}\cdots$|medium|$3, -\frac{3}{2}, \frac{3}{4}\cdots$|$3, \frac{3}{2}, \frac{3}{4}\cdots$|$3, \frac{3}{4}, \frac{3}{16}\cdots$|none of these|$3, -\frac{3}{2}, \frac{3}{4}\cdots$
The sum of an infinite geometric series is 3 and the sum of the squares of the terms of this series is also 3. Find the series|the answer is $\frac{3}{2}, \frac{3}{4}, \frac{3}{8}\cdots$|medium|$\frac{3}{2}, \frac{3}{4}, \frac{3}{8}\cdots$|$\frac{3}{4}, \frac{3}{16}, \frac{3}{64}\cdots$|$3, \frac{3}{2}, \frac{3}{4}\cdots$|none of these|$\frac{3}{2}, \frac{3}{4}, \frac{3}{8}\cdots$
If the sum of an infinite decreasing GP is 3.5 and the sum of the squares terms is $\frac{147}{16}$ then some of the cubes of the termsis|the answer is $\frac{1089}{38}$|medium|$\frac{1089}{38}$|$\frac{1089}{40}$|$\frac{1098}{38}$|$\frac{2067}{38}$|$\frac{1089}{38}$
Find the value of x $]-\pi, \pi[$ which satisfies the equation $8^{1 + \lvert cosx \rvert + cos^{2}x + \lvert cos^{3}x \rvert + \cdots \infty}$|the answer is $\pm \frac{\pi}{3}$ and $\pm \frac{2\pi}{3}$|medium|$\pm \frac{\pi}{3}$ and $\pm \frac{2\pi}{3}$|$\pm \frac{\pi}{4}$ and $\pm \frac{2\pi}{3}$|$\pm \frac{\pi}{3}$ and $\pm \frac{\pi}{2}$|none of these|$\pm \frac{\pi}{3}$ and $\pm \frac{2\pi}{3}$
If $$A= 1 + r^{a} + r^{2a} +\cdots \infty$$ $$B= 1 + r^{b} + r^{2b} +\cdots \infty$$ then r equals|the answer is $(\frac{A - 1}{A})^{\frac{1}{a}}$ and $(\frac{B - 1}{B})^{\frac{1}{b}}$|medium|(\frac{A - 1}{A})^{\frac{1}{a}}|(\frac{B - 1}{B})^{\frac{1}{b}}|none of these|both of these|both of these
If $s_{1}, s_{2}, s_{3}\cdots s_{n}$ are the sum of infinite geometric progression whose first term are $1, 2, 3\cdots n$ and common ratios are $\frac{1}{2}, \frac{1}{3}, \frac{1}{4}\cdots \frac{1}{n +1}$ then $s_{1} + s_{2} + s_{3}\cdots + s_{n}$|the answer is $\frac{n(n + 3)}{2}$|medium|$\frac{n(n + 3)}{2}$|$\frac{n(n - 3)}{2}$|$\frac{n(2n + 3)}{2}$|none of these|$\frac{n(n + 3)}{2}$
If $s_{1}, s_{2}, s_{3}\cdots s_{n}$ are the sum of infinite geometric progression whose first term are $1, 2, 3\cdots n$ and common ratios are $\frac{1}{2}, \frac{1}{3}, \frac{1}{4}\cdots \frac{1}{n +1}$ then $Lt_{n\rightarrow \infty} \frac{s_{1}s_{n} + s_{2}s_{n - 1} +\cdots + s_{n}s_{1}}{s_{1}^{2} + s_{2}^{2} + s_{3}^{2}\cdots + s_{n}^{2}}$|the answer is $\frac{1}{2}$|hard|$\frac{1}{2}$|$\frac{1}{3}$|$\frac{1}{4}$|none of these|$\frac{1}{2}$
If $S_{r}$ denotes the sum of the series $1 + r^{p} + r^{2p} +\cdots \infty$ and $S_{p}$ the sum of the series $1 - r^{p} + r^{2p} -\cdots \infty$ then $S_{p} + S_{r}$ is|the answer is $2\cdot S_{2p}$|medium|$3\cdot S_{2p}$|$2\cdot S_{2p}$|$4\cdot S_{2p}$|none of these|$2\cdot S_{2p}$
The sum of the terms of infinitely decreasing GP is equal to the greatest value of the function $f(x)= x^{3} + 3x - 9$ on the interval [-5, 3] and the difference between the 1st and 2nd terms is f'(0) then the common ratio of the G.P is|the answer is $\frac{2}{3}$|medium|$\frac{2}{3}$|$\frac{1}{3}$|$\frac{4}{3}$|none of these|$\frac{2}{3}$
Find the value of the series $\frac{5}{13} + \frac{55}{13^{2}} + \frac{555}{13^{3}} +\cdots \infty$|the answer is $\frac{65}{36}$|medium|$\frac{65}{36}$|$\frac{70}{36}$|$\frac{65}{49}$|none of these|$\frac{65}{36}$
If $exp((sin^{2}x + sin^{4}x + sin^{6}x +\cdots \infty)ln2)$ satisfies the equation $x^{2} - 9x + 8= 0$, find the value of $\frac{cosx}{cosx + sinx}$, $0 \lt x \lt \frac{\pi}{2}$|the answer is $\frac{\sqrt{3} - 1}{2}$|medium|$\frac{\sqrt{3} - 1}{2}$|$\frac{\sqrt{3} + 1}{2}$|$\frac{\sqrt{2} - 1}{2}$|none of these|$\frac{\sqrt{3} - 1}{2}$
If $-\frac{\pi}{2} \lt x \lt \frac{\pi}{2}$ and the sum to infinite number of terms of the series $cosx + \frac{2cosxsin^{2}x}{3} + \frac{4cosxsin^{4}x}{p} \cdots$ is finite then x lies in the set|the answer is $\left(-\frac{\pi}{2}, \frac{\pi}{2}\right)$|medium|$\left(-\frac{\pi}{2}, \frac{\pi}{2}\right)$|$\left(-\pi, \pi)$|both of these|none of these|both of these
If $exp((sin^{2}x + sin^{4}x + sin^{6}x +\cdots \infty)ln2)$ satisfies the equation $x^{2} - 9x + 8= 0$, find the value of $\frac{sinx - cosx}{cosx + sinx}$, $0 \lt x \lt \frac{\pi}{2}$|the answer is $\frac{\sqrt{3} - 1}{2}$|medium|$2 - \sqrt{3}$|$\frac{\sqrt{3} + 1}{2}$|$\frac{\sqrt{2} - 1}{2}$|none of these|$2 - \sqrt{3}$
If $exp((1 + \lvert cosx \rvert + cos^{2}x + \lvert cos^{3}x \rvert \cdots \infty)ln4)$ satisfies the equation $y^{2} - 20y + 64= 0$, find the value of x, $0 \lt x \lt \pi$|the answer is $\frac{\sqrt{3} - 1}{2}$|medium|$2 - \sqrt{3}$|$\frac{\sqrt{3} + 1}{2}$|$\frac{\sqrt{2} - 1}{2}$|none of these|$2 - \sqrt{3}$
Find a three digit number whose consecutive digits form a G.P. If we subtract 792 from this number, we get a number consisting of the same digits written in the reverse order. Now, if we increase the second digit of the required number by 2 the resulting number will form an A.P|the answer is 931|medium|139|931|248|111|931
An A.P and a G.P each has p as first term in q as second term, where $0\lt p\lt q$.If  the sum to infinity of the GP is s, then the sum to the first n terms of the A.P may be written as|the answer is $np - \frac{n(n - 1)}{2}\cdot \frac{p^{2}}{s}$|medium|$np - \frac{n(n - 1)}{2}\cdot \frac{p^{2}}{s}$|$np + \frac{n(n - 1)}{2}\cdot \frac{p^{2}}{s}$|$np + \frac{n(n + 1)}{2}\cdot \frac{p^{2}}{s}$|none of these|$np - \frac{n(n - 1)}{2}\cdot \frac{p^{2}}{s}$
If $log_{x}^{y}, log_{z}^{x}, log_{y}^{z}$ are in G.P, xyz= 64, and $x^{3}, y^{3}, z^{3}$ are in A.P then the value of x, y, z is|the answer is x= y= z= 4|medium|x= y= z= 4|x= y= z= 5|x= y= z= 3|none of these|x= y= z= 4
What're all the complex numbers x and y such that x, x + 2y, 2x + y are in AP and $(y + 1)^{2}, xy + 5, (x + 1)^{2}$ in GP|the answer is x= 1, y= 3|medium|x= 1, y= 3|x= 3i, y= i|x= 1 + 2i, y= 3i|x= 3, y= 1|x= 1, y= 3
Find AP of distinct terms whose first term is 3 and 2nd, 10th, 34th term form a G.P|the answer is 3, 4, 5|medium|3, 4, 5|3, 5, 7|3, 6, 9|none of these|3, 4, 5
Let a, b, c, d be four positive real numbers such that geometric mean of a and b is equal to the geometric mean of c and d and the arithmetic mean of $a^{2}$ and $b^{2}$ is equal to the aritmetic mean of $c^{2}$ and $d^{2}$ then which of these option is true|the answer is arithmetic mean of $a^{n}\;and\; b^{n}$ is equal to the aritmetic mean of $c^{n}$ and $d^{n}$ for any integer n|medium|arithmetic mean of $a^{n}\;and\; b^{n}$ is equal to the aritmetic mean of $c^{n}$ and $d^{n}$ for any integer n|arithmetic mean of $a^{n}\;and\; b^{n}$ is equal to the aritmetic mean of $c^{n}$ and $d^{n}$ for any rational number n|both of these|none of these|arithmetic mean of $a^{n}\;and\; b^{n}$ is equal to the aritmetic mean of $c^{n}$ and $d^{n}$ for any integer n
The sum of the first 10 terms of an AP is equal to 155 and sum of the first two terms of the GP is 9.Find these progressions if the first term of the AP is the common ratio of G.P, and the 1st one is GP is the common difference of AP.|the answer is AP= 2, 5, 8 and G.P is 3, 6, 12 or A.P= $\frac{25}{2}, \frac{79}{6}, \frac{83}{6}$ and G.P= $\frac{2}{3}, \frac{25}{3}, \frac{625}{6}$|medium|AP= 2, 5, 8 and G.P is 3, 6, 12|A.P= $\frac{25}{2}, \frac{79}{6}, \frac{83}{6}$ and G.P= $\frac{2}{3}, \frac{25}{3}, \frac{625}{6}$|both of these|none of these|both of these
If a, b, c are in H.P, then $\left(\frac{1}{a} + \frac{1}{b} - \frac{1}{c}\right)\cdots \left(\frac{1}{b} + \frac{1}{c} - \frac{1}{a}\right)$ is equal to|the answer is $\frac{4}{ac} - \frac{3}{b^{2}}$|medium|$\frac{4}{ac} - \frac{3}{b^{2}}$|$\frac{4}{ac} + \frac{3}{b^{2}}$|$\frac{4}{ac} - \frac{3}{b}$|$\frac{4}{a^{2}\cdot c} - \frac{3}{b^{2}}$|$\frac{4}{ac} - \frac{3}{b^{2}}$
If a, b, c are positive real numbers which are in A.P then|the answer is $\frac{a + b}{2a - b} + \frac{c + b}{2c - b} \geq 4$|medium|$\frac{a + b}{2a - b} + \frac{c + b}{2c - b} \geq 4$|$\frac{a + b}{2a - b} + \frac{c + b}{2c - b} \gt 4$|$\frac{a + b}{2a - b} + \frac{c + b}{2c - b} \geq 4$|none of these|$\frac{a + b}{2a - b} + \frac{c + b}{2c - b} \geq 4$
If $\frac{a + b}{1 - ab}, b, \frac{b + c}{1 - bc}$ are in A.P then $a, b^{-1}, c$ are in|the answer is H.P|medium|A.P|G.P|H.P|none of these|H.P
Suppose a, b, c are in A.P and $\lvert a \rvert, \lvert b \rvert, \lvert c \rvert lt 1$ if $$x= 1 + a + a^{2}\cdots \infty$$ $$y= 1 + b + b^{2}\cdots \infty$$ $$z= 1 + c + c^{2}\cdots \infty$$ then x, y, z are in|the answer is H.P|medium|A.P|G.P|H.P|none of these|H.P
If $a^{\frac{1}{x}= b^{\frac{1}{y}}= c^{\frac{1}{z}}$ and a, b, c are in G.P,then x, y, z are in |the answer is A.P|medium|A.P|G.P|H.P|none of these|A.P
If a, b, c are in A.P l, m, n are in H.P and al, bm, cn are in G.P with common ration not equal to 1 and a, b, c, l, m, n are positive then|the answer is $a: b: c= \frac{1}{n}: \frac{1}{m}: \frac{1}{l}$|medium|$a: b: c= \frac{1}{n}: \frac{1}{m}: \frac{1}{l}$|$a: b: c= \frac{1}{n}: \frac{1}{l}: \frac{1}{m}$|none of these|$a: b: c= \frac{1}{m}: \frac{1}{n}: \frac{1}{l}$|$a: b: c= \frac{1}{n}: \frac{1}{m}: \frac{1}{l}$
Find three numbers a, b, c, between 2 and 18, such that their sum is 25. And the number 2, a, b, are consecutive terms of an A.P. And the number b, c, 18 are consecutive terms of GP|the answer is a= 5, b= 8, c= 12|medium|a= 5, b= 8, c= 12|a= 4, b= 8, c= 12|a= 5, b= 8, c= 15|a= 10, b= 8, c= 12|a= 5, b= 8, c= 12
If a, b, c are in A.P and a, mb, c are in G.P then $a, m^{2}b, c$ are in|the answer is H.P|medium|A.P|H.P|G.P|none of these|H.P
An A.P a G.P and an H.P have the same first term and the same second term If there (n + 2)th terms are in GP, then|the answer is $\frac{b^{2n + 2} - a^{2n + 2}}{ab(b^{2n} - a^{2n})}= \frac{n + 1}{n}$|medium|$\frac{b^{2n + 2} - a^{2n + 2}}{ab(b^{2n} - a^{2n})}= \frac{n + 1}{n}$|$\frac{b^{2n + 2} + a^{2n + 2}}{ab(b^{2n} - a^{2n})}= \frac{n + 1}{n}$|$\frac{b^{2n - 2} - a^{2n - 2}}{ab(b^{2n} - a^{2n})}= \frac{n + 1}{n}$|$\frac{b^{2n + 2} - a^{2n + 2}}{ab(b^{2n} - a^{2n})}= \frac{n - 1}{n}$|$\frac{b^{2n + 2} - a^{2n + 2}}{ab(b^{2n} - a^{2n})}= \frac{n + 1}{n}$
The second, third and sixth term of an A.P are consecutive terms of a geometric progression. Find the common ratio of the GP|the answer is 3|easy|3|4|5|6|3
A sequence of numbers is formed by adding together corresponding terms of an AP and a GP with common ratio 2. The first term of the sequence is 57 and the second term is 94 and the third term is 171 find the fourth term find also an expression for the nth term of the sequence|the answer is $t_{4}= 328, t_{n}= (20 - 3n) + 10\cdot 2^{n + 1}$|medium|$t_{4}= 328, t_{n}= (20 - 3n) + 10\cdot 2^{n + 1}$|$t_{4}= 300, t_{n}= (20 - 3n) + 10\cdot 2^{n + 1}$|$t_{4}= 400, t_{n}= (20 + 3n) + 10\cdot 2^{n - 1}$|$t_{4}= 400, t_{n}= (20 + 3n) + 10\cdot 2^{n + 1}$|$t_{4}= 328, t_{n}= (20 - 3n) + 10\cdot 2^{n + 1}$
The 1st, 8th and 22nd term of an arithmetic progression are three consecutive terms of a geometric progression.Find the common ratio of the progression. Given also that the sum of the first 22 terms of the arithmetic progression is 275 find its first term.|the answer is d= 2, a=5|easy|d= 2, a=5|d= 3, a=5|d= 2, a=7|d= 4, a=5|d= 2, a=5
An arithmetic progression has common difference 2 and a geometric progression has common ratio 2.A new sequences formed by adding together the corresponding terms of these progression given that the first term of this new sequence is 8 and that the fifth term is 91. Calculate the values of the first term of the A.P and the G.P|the answer is 3, 5|medium|3, 5|4, 7|1, 2|3, 6|3, 5
If a, b, c are in A.P and b, c, d are in H.P then|the answr is ad= bc|medium|ad= bc|ab= dc|both of these|none of these|ad= bc
If a, b, c are in H.P and b, c, d are in G.P and c, d, e are in A.P, then the e is equal to|the answer is $\frsc{ab^{2}}{(2a - b)^{2}}$|medium|$\frsc{ab^{2}}{(2a - b)^{2}}$|$\frsc{ab}{(2a + b)^{2}}$|$\frsc{ab^{2}}{(2a + b)^{2}}$|$\frsc{a^{2}b}{(2a + b)^{2}}$|$\frsc{ab^{2}}{(2a - b)^{2}}$
Find the largest positive term of the HP, whose first two terms are $\frac{2}{5}$ and $\frac{12}{23}$|the answer is 6|easy|6|3|$\frac{1}{2}$|$\frac{2}{3}$|6
If an A.P and a G.P has the same first and second term then every other term of the AP will be less than G.P|the answer is true|easy|true|false|cannt be determined|none of these|true
If three unequal numbers are in HP and their squares are in AP then they are in the ratio|the answer is 1 + \sqrt{3}: -2: 1 - \sqrt{3} or 1 - \sqrt{3}: -2: 1 + \sqrt{3}|medium|1 - \sqrt{3}: -2: 1 + \sqrt{3}|1 + \sqrt{3}: -2: 1 - \sqrt{3}|1 - \sqrt{3}: -1: 1 + \sqrt{3}|1 - \sqrt{3}: 1: 1 + \sqrt{3}|1 - \sqrt{3}: -2: 1 + \sqrt{3}|1 + \sqrt{3}: -2: 1 - \sqrt{3}
If A, G and H are the arithmetic, geometric and harmonic mean two positive real numbers a and b, and if $A= k\cdot H$, then|the answer is $A^{2}= k\cdot G^{2}$ and $\frac{a}{b}= \frac{\sqrt{k} - \sqrt{k - 1}}{\sqrt{k} + \sqrt{k - 1}}$|medium|$A^{2}= k\cdot G^{2}$ and $\frac{a}{b}= \frac{\sqrt{k} - \sqrt{k - 1}}{\sqrt{k} + \sqrt{k - 1}}$|$A= k\cdot G^{2}$ and $\frac{a}{b}= \frac{\sqrt{k} - \sqrt{k - 1}}{\sqrt{k} + \sqrt{k - 1}}$|$A^{2}= k\cdot G$ and $\frac{a}{b}= \frac{\sqrt{k} - \sqrt{k - 1}}{\sqrt{k} + \sqrt{k - 1}}$|none of these|$A^{2}= k\cdot G^{2}$ and $\frac{a}{b}= \frac{\sqrt{k} - \sqrt{k - 1}}{\sqrt{k} + \sqrt{k - 1}}$
If p be the rth term when n A.M's are inserted between a and b and q be the rth terms when n H.M's are inserted between a and b then $\frac{p}{a} + \frac{b}{q}$ is|the answer is $\frac{a + b}{a}$|medium|$\frac{a + b}{a}$|$\frac{a + b}{b}$|none of these|both of these|$\frac{a + b}{a}$
Two trains A and B start from the same station P at the same time, a covers half the distance between first station P and 2nd station Q with speed x, and the other half with speed y. The train B covers the whole distance with the speed $\frac{x + y}{2}$.Which train will reach Q the second station earlier.|the answer is second train|medium|first train|second train|both at the same time|none of these|second train
If n is the root of the equation $x^{2}(1 - ac) - x(a^{2} - c^{2}) - (1 + ac)= 0$ and if n H.M's are inserted between a and c then the diffrence between first and last mean is|the answer is ac(a - c)|medium|ac(a - c)|ac(a + c)|none of these|a(a - c)|ac(a - c)
If 1 be the first of n A.M's between two numbers x and the first of n H.M's between the same two numbers x cannt lie between|the answer is $\left(\frac{n + 1}{n - 1}\right)^{2}$ and 1|medium|$\left(\frac{n + 1}{n - 1}\right)^{2}$ and 1|$\left(\frac{n - 1}{n + 1}\right)^{2}$ and 1|$\left(\frac{n + 1}{n - 1}\right)$ and 1|none of these|$\left(\frac{n + 1}{n - 1}\right)^{2}$ and 1
If $A_{1}, A_{2}, A_{3}\cdots A_{n}$ are n A.M's and $H_{1}, H_{2}, H_{3}\cdots H_{n}$ are n H.M's between a and b and $1\geq r \geq n$ then $A_{r}H_{n - r +1}$|the answer is ab|medium|ab|a^{2}b|ab^{2}|none of these|ab
Find the sum of all the numbers of the form in $n^{3}$, which lie between 100 and 10000|the answer is 53261|medium|53261|53260|43261|56261|53261
#If S be the sum of n consecutive integers beginning with a and t the sum sum of their squares then nt - S^{2} is|the answer is |||||
If $\sum_{x= 5}^{x= n + 5}4(x -3)= Pn^{2} + Qn + R, find the value of P + Q$|the answer is 12|medium|12|14|17|11|12
Find the sum to 2n terms of the series $5^{3} + 4\cdot 6^{3} + 7^{3} + 4\cdot 8^{3} + 9^{3} + 4\cdot 10^{3}\cdots$|the answer is $n(10n^{3} + 96n^{2} + 243n + 540)$|medium|$n(10n^{3} + 96n^{2} + 243n + 540)$|$n(10n^{3} + 96n^{2} - 243n + 540)$|$n(10n^{3} - 96n^{2} + 243n - 540)$|$10n^{3} + 96n^{2} + 243n + 540$|$n(10n^{3} + 96n^{2} + 243n + 540)$
#Find the sum to first n terms of the series $1^{3} + 3\cdot 2^{2} + 3^{3} + 3\cdot 4^{2} + 5^{3} + 3\cdot 6^{2}\cdots$|the answer is \frac{1}{8}(n + 1)(n^{3} + 7n^{2} + )|||||
The sum to n terms of the series $\left(\frac{2n + 1}{2n - 1}\right), 3\left(\frac{2n + 1}{2n - 1}\right)^{2}, 5\left(\frac{2n + 1}{2n - 1}\right)^{3}\cdots$|the answer is n(2n + 1)|medium|n(2n + 1)|n(2n - 1)|(2n + 1)|(2n - 1)|n(2n + 1)
The sum to n terms of the series $1 + 5\left(\frac{4n + 1}{4n - 1}\right), 9\left(\frac{4n + 1}{4n - 1}\right)^{2}, 13\left(\frac{4n + 1}{4n - 1}\right)^{3}\cdots$|the answer is n(4n - 3)|medium|n(4n - 3)|n(4n + 3)|(4n + 3)|(4n - 3)|n(4n - 3)
the numbers in the sequence $121, 12321, 1234321,\cdots$ are squares of|the answer is odd integer|medium|odd integers|even integers|they are not squares|cann't be determined|odd integers
The sum to n terms of the series $\frac{3}{1^{2}}, \frac{5}{1^{2} + 2^{2}}, \frac{7}{1^{2} + 2^{2} + 3^{3}} + \frac{9}{1^{2} + 2^{2} + 3^{2} + 4^{2}}\cdots$|the answer is $\frac{6n}{n + 1}$|medium|$\frac{6n}{n + 1}$|$\frac{5n}{n + 1}$|$\frac{6n}{n - 1}$|$\frac{5n}{n - 1}$|$\frac{6n}{n + 1}$
The sum to n terms of the series $\frac{1}{(1 + x)(1 + 2x)} + frac{1}{(1 + 2x)(1 + 3x)} + \frac{1}{(1 + 3x)(1 + 4x)}\cdots$|the answer is $\frac{n}{(1 + x)[1 + (n + 1)x]}$|medium|$\frac{n}{(1 + x)[1 + (n + 1)x]}$|$\frac{n}{(1 - x)[1 + (n + 1)x]}$|$\frac{n}{(1 + x)[1 - (n + 1)x]}$|$\frac{n}{(1 + x)[1 + (n - 1)x]}$|$\frac{n}{(1 + x)[1 + (n + 1)x]}$
The sum to n terms of the series $\frac{1}{(1 + x)(1 + ax)} + frac{a}{(1 + ax)(1 + a^{2}x)} + \frac{a^{2}}{(1 + a^{2}x)(1 + a^{3}x)}\cdots$|the answer is $\frac{1}{1 - a}\left(\frac{1}{1 + x} - \frac{a^{n}}{1 + a^{n}x}\right)$|medium|$\frac{1}{1 - a}\left(\frac{1}{1 + x} - \frac{a^{n}}{1 + a^{n}x}\right)$|$\frac{1}{1 + a}\left(\frac{1}{1 + x} - \frac{a^{n}}{1 + a^{n}x}\right)$|$\frac{1}{1 + a}\left(\frac{1}{1 + x} + \frac{a^{n}}{1 + a^{n}x}\right)$|$\frac{1}{1 - a}\left(\frac{1}{1 + x} + \frac{a^{n}}{1 + a^{n}x}\right)$|$\frac{1}{1 - a}\left(\frac{1}{1 + x} - \frac{a^{n}}{1 + a^{n}x}\right)$
Find the nth term of the seeries -1, -3, 3, 23, 63, 129\cdots|the answer is $n^{3} + 2n^{2} - 3n + 3$|medium|$n^{3} + 2n^{2} - 3n + 3$|$n^{3} + 2n^{2} + 3n + 3$|$n^{3} - 2n^{2} - 3n + 3$|$n^{3} - 2n^{2} - 3n - 3$|$n^{3} + 2n^{2} - 3n + 3$
Find the sum to nth term of the series $\frac{1}{\sqrt{1} + \sqrt{3}} + \frac{1}{\sqrt{3} + \sqrt{5}} + \frac{1}{\sqrt{5} + \sqrt{7}} + \cdots$|the answer is $\frac{1}{2}(\sqrt{2n + 1} - 1)$|medium|$\frac{1}{2}(\sqrt{2n + 1} - 1)$|$\frac{1}{3}(\sqrt{2n + 1} - 1)$|$\frac{1}{2}(\sqrt{2n + 1} + 1)$|$\frac{1}{2}(\sqrt{3n + 1} - 1)$|$\frac{1}{2}(\sqrt{2n + 1} - 1)$
If $a_{1}, a_{2}, a_{3}\cdots, a_{n}$ in AP with common difference d and first term a then $a_{1}a_{2} + a_{2}a_{3} + \cdots + a_{n}a_{n + 1}$|the answer is $\frac{[a + (n - 1)d](a + nd)[a + (n + 1)d] - (a - d)a(a + d)}{3d}$ or $\frac{n[3a^{2} + 3nad + (n^{2} - 1)d^{2}]}{3}$|medium|$\frac{[a + (n - 1)d](a + nd)[a + (n + 1)d] - (a - d)a(a + d)}{3d}$|$\frac{n[3a^{2} + 3nad + (n^{2} - 1)d^{2}]}{3}$|none of these|both of these|both of these
If $a_{1}, a_{2}, a_{3}\cdots, a_{n}$ in AP with common difference d and first term a then $a_{1}a_{2}a_{3} + a_{2}a_{3}a_{4} + \cdots + a_{n}a_{n + 1}a_{n + 2}$|the answer is $\frac{[a + (n - 1)d](a + nd)[a + (n + 1)d][a + (n + 2)d] - (a - d)a(a + d)(a + 2d)}{4d}$ or $\frac{4a^{3} + 6(n + 1)a^{2}d + 2(2n^{2} + 3n - 1)ad^{2} + (n^{3} + 2n^{2} - n - 2)d^{3}}{4}$|medium|$\frac{[a + (n - 1)d](a + nd)[a + (n + 1)d][a + (n + 2)d] - (a - d)a(a + d)(a + 2d)}{4d}$|$\frac{4a^{3} + 6(n + 1)a^{2}d + 2(2n^{2} + 3n - 1)ad^{2} + (n^{3} + 2n^{2} - n - 2)d^{3}}{4}$|both of these|none of these|both of these
Find the sum to n terms of the series $\frac{3}{1^{2}\cdot 2^{2}} + \frac{5}{2^{2}\cdot 3^{2}} + \frac{7}{3^{2}\cdot 4^{2}}\cdots$|the answer is $\frac{n^{2} + 2n}{(n + 1)^{2}}$|medium|$\frac{n^{2} + 2n}{(n + 1)^{2}}$|$\frac{n^{2} - 2n}{(n + 1)^{2}}$|$\frac{n^{2} - 2n}{(n - 1)^{2}}$|$\frac{n^{2} + 2n}{(n - 1)^{2}}$|$\frac{n^{2} + 2n}{(n + 1)^{2}}$
Let $S_{n}$ denotes the sum to n terms of the series $$1\cdot 2 + 2\cdot 3 + 3\cdot 4 \cdots$$ and $\sigma_{n - 1}$ the sun to n - 1 terms of the series $$\frac{1}{1\cdot 2\cdot 3\cdot 4} + \frac{1}{2\cdot 3\cdot 4\cdot 5} + \frac{1}{3\cdot 4\cdot 5\cdot 6} \cdots$$,then the value of $18S_{n}\sigma_{n - 1} - S_{n}$ is|the answer is -2|medium|1|2|3|-2|-2
Find the sum to n terms of the series $\frac{5}{1\cdot 2\cdot 3} + \frac{7}{2\cdot 3\cdot 3^{2}} + \frac{9}{3\cdot 4\cdot 3^{3}} \cdots$|the answer is $1 - \frac{1}{n + 1}\cdot \frac{1}{3^{n}$|medium|$1 - \frac{1}{n + 1}\cdot \frac{1}{3^{n}$|$1 + \frac{1}{n + 1}\cdot \frac{1}{3^{n}$|$1 - \frac{1}{n + 1}\cdot \frac{1}{3^{n + 1}$|$1 - \frac{1}{n - 1}\cdot \frac{1}{3^{n - 1}$|$1 - \frac{1}{n + 1}\cdot \frac{1}{3^{n}$
